range_km,range_miles,battery_kwh,battery_wh,charge_time_min,charge_time_hours,production_year,num_recalls,is_premium
464.13,,70.98,,8.0,,2024,1,1
371.31,,63.17,,33.7,,2021,1,0
356.52,,76.57,,8.22,,2018,0,0
324.33,,64.57,,11.65,,2024,2,0
288.98,,62.51,,8.55,,2022,1,0
425.27,,68.25,,36.6,,2022,2,0
384.03,,65.35,,8.0,,2022,1,0
309.05,,62.88,,118.16,,2020,1,1
308.77,,80.06,,8.0,,2023,2,1
361.53,,70.86,,127.18,,2020,1,0
471.8,,84.52,,63.24,,2021,1,0
365.72,,63.45,,73.93,,2023,1,1
297.33,,54.72,,8.0,,2023,1,0
366.48,,73.49,,46.52,,2023,1,1
365.0,,90.56,,71.34,,2019,3,1
231.67,,77.31,,34.29,,2023,1,1
377.01,,104.15,,33.64,,2023,0,0
367.3,,75.32,,8.0,,2023,2,1
418.29,,74.36,,22.46,,2024,1,1
481.69,,50.45,,8.0,,2021,0,0
441.96,,76.28,,151.48,,2023,1,0
365.21,,73.69,,48.5,,2022,3,1
319.14,,67.93,,8.0,,2021,1,0
521.53,,70.63,,27.2,,2023,2,0
383.26,,71.32,,42.67,,2022,3,0
380.77,,70.2,,8.0,,2022,0,1
378.67,,92.9,,45.93,,2022,1,0
390.89,,68.29,,8.2,,2022,0,0
372.06,,73.69,,22.01,,2022,1,0
348.45,,67.96,,41.26,,2020,1,0
349.92,,79.83,,19.08,,2020,1,0
378.2,,73.77,,20.14,,2019,1,1
350.11,,69.2,,77.93,,2023,3,0
340.79,,52.74,,15.54,,2023,3,0
385.85,,74.43,,44.72,,2023,1,0
365.98,,68.9,,79.44,,2024,0,1
462.72,,71.39,,8.0,,2021,0,1
234.2,,60.18,,8.0,,2024,0,1
440.03,,86.33,,73.33,,2020,1,0
448.53,,80.57,,33.64,,2019,0,0
265.96,,86.31,,73.86,,2018,0,0
361.15,,83.47,,10.06,,2022,2,1
359.57,,77.92,,75.08,,2023,2,0
302.59,,60.58,,8.0,,2024,1,1
337.22,,90.43,,90.19,,2022,2,0
318.92,,62.72,,72.62,,2019,2,0
476.37,,69.32,,35.19,,2018,2,0
431.46,,79.07,,39.37,,2024,2,0
449.94,,79.57,,17.83,,2019,2,0
419.69,,77.72,,9.46,,2023,2,0
317.9,,68.0,,25.53,,2019,0,0
351.15,,65.93,,45.0,,2020,2,0
406.92,,97.35,,240.0,,2020,1,1
312.78,,71.61,,71.39,,2021,1,1
419.21,,70.38,,23.93,,2022,1,0
366.78,,64.86,,57.11,,2019,1,0
359.38,,74.45,,8.0,,2024,1,0
419.1,,73.98,,22.52,,2018,0,0
404.43,,71.84,,23.24,,2023,0,0
360.15,,75.82,,240.0,,2022,1,1
443.76,,89.64,,20.83,,2019,0,1
320.54,,66.05,,8.0,,2019,2,0
413.88,,72.43,,8.0,,2022,2,0
412.62,,65.52,,50.34,,2021,1,1
362.97,,74.95,,14.33,,2022,2,1
397.94,,66.32,,85.34,,2022,0,1
311.19,,66.75,,27.7,,2022,0,0
430.82,,57.4,,16.84,,2022,2,0
369.83,,72.98,,59.78,,2019,1,0
351.25,,76.3,,22.7,,2023,0,1
437.7,,90.6,,56.16,,2021,1,0
341.26,,76.7,,52.59,,2019,0,0
302.53,,67.5,,53.95,,2019,1,0
294.39,,58.4,,81.72,,2020,2,1
413.33,,59.79,,79.23,,2023,1,0
309.58,,59.04,,45.88,,2022,1,1
476.51,,90.78,,132.12,,2019,2,0
265.49,,74.88,,8.0,,2018,1,1
473.31,,66.17,,111.94,,2018,1,1
391.61,,62.4,,8.0,,2022,0,0
374.68,,63.44,,9.99,,2023,0,1
350.03,,65.91,,71.42,,2022,0,0
401.95,,85.16,,21.49,,2024,1,0
377.93,,71.7,,23.26,,2021,1,0
440.68,,57.53,,12.72,,2020,1,0
386.28,,95.1,,10.68,,2024,2,1
388.27,,60.6,,8.0,,2023,1,0
360.0,,66.09,,9.2,,2022,2,0
376.87,,85.1,,35.13,,2024,0,0
396.93,,76.15,,51.5,,2023,1,1
285.94,,67.3,,56.39,,2022,2,1
305.85,,59.69,,19.41,,2022,3,0
420.88,,62.33,,107.12,,2023,3,1
389.4,,62.94,,16.74,,2022,1,0
369.88,,72.07,,8.0,,2021,1,0
381.01,,73.91,,121.99,,2024,0,0
399.12,,70.51,,32.68,,2024,0,0
350.31,,71.61,,149.25,,2020,1,0
337.19,,61.49,,21.01,,2022,1,0
390.77,,74.93,,59.49,,2023,1,1
326.19,,84.81,,8.0,,2019,1,1
402.45,,70.37,,80.84,,2019,3,1
286.36,,70.18,,8.0,,2022,3,0
436.6,,72.83,,8.0,,2018,1,1
405.99,,83.18,,8.0,,2024,0,0
394.08,,63.05,,34.23,,2024,2,1
434.05,,86.51,,14.5,,2023,1,0
471.6,,76.21,,136.21,,2024,2,0
435.79,,72.29,,80.44,,2023,1,1
278.75,,84.13,,68.3,,2020,1,1
309.62,,60.18,,69.67,,2018,0,1
345.63,,77.22,,92.96,,2024,1,1
381.44,,76.3,,84.17,,2023,0,1
408.47,,62.65,,110.63,,2021,2,0
340.08,,76.61,,114.39,,2023,2,0
390.27,,74.83,,14.88,,2019,0,0
338.45,,70.21,,10.41,,2021,3,0
346.37,,80.63,,43.27,,2021,5,0
302.63,,66.28,,8.0,,2019,0,1
329.22,,74.7,,9.96,,2023,0,0
305.66,,70.68,,62.27,,2023,0,1
326.33,,65.85,,44.01,,2022,0,0
437.95,,77.03,,44.19,,2022,0,0
327.78,,69.92,,126.36,,2023,0,0
524.78,,57.27,,46.26,,2024,0,0
407.13,,53.99,,23.67,,2021,1,0
390.17,,79.89,,13.82,,2021,0,0
332.79,,59.79,,17.36,,2023,1,0
418.52,,74.79,,13.67,,2023,0,0
348.34,,72.55,,8.0,,2022,1,0
386.71,,68.31,,12.74,,2024,2,1
520.8,,91.57,,75.77,,2021,3,0
374.72,,73.8,,54.72,,2023,0,0
443.21,,79.56,,40.84,,2023,0,1
341.33,,74.85,,97.65,,2021,2,0
378.08,,69.68,,12.88,,2018,1,1
477.39,,71.81,,36.2,,2024,0,0
345.52,,86.59,,8.0,,2022,1,0
479.68,,82.88,,93.48,,2019,2,1
418.93,,91.52,,24.94,,2024,2,0
349.06,,74.22,,8.23,,2021,1,0
414.78,,63.23,,11.49,,2022,0,0
433.49,,67.59,,79.19,,2022,2,0
414.2,,60.12,,8.0,,2021,1,1
293.64,,79.67,,108.9,,2020,0,1
340.01,,66.14,,19.64,,2023,1,0
366.39,,41.45,,12.14,,2020,0,0
375.91,,96.64,,16.94,,2023,1,1
414.14,,66.29,,22.09,,2024,3,0
389.77,,66.23,,33.36,,2018,1,0
306.56,,88.72,,37.12,,2023,6,0
400.91,,59.92,,24.94,,2023,0,1
413.58,,83.37,,24.83,,2020,0,0
410.79,,66.13,,14.11,,2023,1,0
439.44,,58.76,,20.34,,2022,1,0
425.87,,89.06,,26.44,,2019,1,1
405.25,,81.23,,38.23,,2022,0,1
376.14,,81.2,,8.0,,2024,1,0
288.65,,75.68,,60.64,,2023,2,0
403.63,,77.99,,47.93,,2021,2,0
391.42,,59.68,,14.91,,2022,1,0
394.94,,73.12,,25.83,,2023,2,1
309.78,,62.71,,123.32,,2020,1,1
320.54,,58.11,,8.0,,2022,1,0
437.92,,76.11,,70.05,,2022,0,0
377.82,,83.58,,30.11,,2021,0,0
417.48,,68.17,,40.51,,2023,0,0
381.56,,69.88,,48.46,,2022,2,0
381.64,,60.62,,25.57,,2023,2,1
431.61,,72.07,,8.95,,2022,2,1
351.62,,79.6,,100.94,,2023,1,1
385.29,,79.92,,56.61,,2023,1,0
354.57,,77.45,,34.44,,2023,1,0
356.1,,65.82,,24.99,,2020,0,1
363.0,,65.5,,29.06,,2024,2,0
392.22,,79.95,,72.86,,2020,0,0
353.67,,80.12,,8.0,,2021,2,0
449.07,,70.28,,84.21,,2024,0,0
330.8,,67.74,,8.0,,2019,1,0
369.72,,83.67,,40.19,,2024,2,0
355.81,,68.4,,17.02,,2022,0,1
459.58,,79.46,,47.63,,2020,2,0
390.81,,70.63,,8.0,,2023,0,0
436.75,,61.52,,34.12,,2021,0,0
298.29,,88.12,,81.17,,2023,1,0
394.69,,73.2,,28.66,,2023,2,0
428.93,,64.89,,8.0,,2022,0,1
384.53,,58.09,,8.0,,2023,1,0
438.6,,59.1,,40.77,,2024,1,0
351.55,,68.27,,8.0,,2022,1,0
457.51,,91.25,,8.0,,2020,1,0
506.44,,66.15,,23.27,,2023,2,0
360.04,,86.47,,9.87,,2022,5,0
355.5,,70.69,,9.59,,2022,3,0
459.94,,60.19,,27.54,,2023,3,0
466.88,,67.27,,13.84,,2023,3,1
351.24,,59.19,,10.4,,2023,1,1
356.89,,63.44,,30.34,,2020,0,0
364.5,,63.14,,14.44,,2023,4,0
306.06,,52.96,,8.0,,2024,2,1
329.47,,87.13,,48.22,,2018,0,1
324.77,,74.11,,37.0,,2021,0,0
337.77,,65.14,,10.01,,2024,0,0
378.09,,74.22,,36.66,,2020,3,1
392.88,,63.65,,130.8,,2020,1,1
465.28,,45.29,,131.65,,2022,0,1
325.09,,101.57,,31.88,,2021,0,0
434.14,,73.9,,8.0,,2023,1,0
368.23,,66.11,,25.74,,2021,3,0
377.28,,52.66,,8.0,,2022,0,0
417.12,,57.06,,22.53,,2024,0,0
318.25,,88.54,,100.86,,2021,3,1
401.03,,87.02,,26.46,,2019,1,1
389.15,,79.53,,33.58,,2023,0,0
407.08,,60.85,,8.0,,2022,2,0
395.9,,87.1,,8.0,,2022,1,1
515.04,,76.5,,210.77,,2024,3,1
344.92,,78.55,,17.34,,2020,1,1
350.8,,76.46,,13.76,,2022,1,0
345.73,,56.93,,35.57,,2020,1,0
349.45,,60.02,,57.45,,2019,0,0
344.94,,66.9,,12.16,,2022,0,1
445.4,,78.44,,31.19,,2024,2,1
458.13,,58.2,,16.99,,2023,2,1
348.61,,70.25,,27.54,,2020,3,0
334.22,,70.23,,8.0,,2022,1,0
405.93,,79.93,,29.97,,2023,0,0
349.63,,78.75,,8.0,,2020,1,0
414.81,,61.9,,76.97,,2020,2,0
391.16,,86.47,,41.49,,2020,0,1
296.63,,60.37,,119.22,,2023,1,1
465.11,,82.92,,38.46,,2018,0,0
478.77,,66.5,,8.45,,2022,2,1
346.3,,73.64,,27.79,,2024,0,1
358.68,,74.26,,45.89,,2023,0,0
395.72,,73.98,,19.69,,2023,0,1
398.4,,78.74,,33.79,,2020,1,0
416.22,,75.91,,8.0,,2024,1,1
490.56,,79.84,,63.05,,2024,2,0
370.27,,76.65,,100.91,,2020,1,0
336.09,,59.36,,15.88,,2024,1,0
304.14,,74.7,,66.22,,2024,2,0
339.8,,66.36,,8.0,,2024,1,0
378.18,,60.91,,11.9,,2021,0,0
478.7,,69.1,,26.03,,2024,2,0
351.53,,73.83,,20.51,,2020,4,1
392.31,,74.5,,40.6,,2020,1,0
379.1,,82.56,,34.77,,2019,0,1
445.36,,85.07,,8.0,,2022,2,0
518.98,,75.36,,8.0,,2018,1,0
350.8,,77.17,,8.0,,2021,3,0
353.08,,72.95,,128.07,,2023,1,0
437.43,,79.67,,43.54,,2019,0,1
417.5,,76.87,,81.27,,2024,2,1
481.57,,71.46,,32.73,,2021,2,0
412.12,,93.52,,9.05,,2018,1,0
360.24,,66.54,,41.37,,2021,3,1
412.49,,86.54,,29.56,,2020,1,0
440.98,,58.46,,22.03,,2023,1,1
425.13,,80.14,,19.53,,2021,1,0
407.9,,86.37,,44.1,,2019,3,0
438.67,,52.93,,40.39,,2022,0,0
444.31,,73.39,,8.0,,2022,2,0
456.02,,79.15,,71.15,,2021,1,1
415.68,,74.52,,42.46,,2021,1,1
370.81,,75.78,,32.23,,2023,3,1
388.07,,73.36,,58.04,,2023,0,1
446.36,,61.06,,8.0,,2020,3,1
335.07,,95.68,,105.93,,2024,0,0
400.28,,66.96,,13.25,,2021,4,0
358.37,,76.34,,12.8,,2022,1,1
381.58,,65.53,,70.85,,2022,1,1
450.31,,49.24,,17.07,,2020,0,1
390.51,,62.75,,74.6,,2021,0,0
382.55,,57.52,,16.7,,2022,2,1
305.21,,82.92,,33.6,,2021,1,1
421.04,,65.93,,11.02,,2021,1,0
415.5,,66.86,,55.23,,2023,0,0
498.98,,61.36,,8.0,,2023,0,0
363.07,,72.94,,96.47,,2024,1,0
392.05,,64.84,,19.52,,2019,1,0
393.72,,81.92,,26.79,,2023,4,1
466.76,,75.02,,8.0,,2024,1,0
374.76,,66.28,,156.28,,2022,1,0
395.35,,80.5,,70.46,,2023,2,0
413.43,,72.08,,24.88,,2024,0,0
390.26,,72.21,,106.22,,2024,1,0
355.45,,57.37,,112.33,,2022,0,1
390.67,,71.29,,31.98,,2023,2,0
439.05,,75.22,,11.19,,2020,1,0
323.54,,85.34,,28.04,,2022,0,0
387.31,,64.48,,16.5,,2023,2,0
341.49,,94.78,,24.96,,2021,2,0
445.73,,77.57,,101.79,,2022,1,0
296.22,,56.81,,13.9,,2020,3,0
349.26,,63.55,,76.7,,2024,0,1
400.75,,86.21,,115.0,,2024,1,1
466.1,,84.43,,68.67,,2022,1,1
376.38,,72.18,,31.47,,2020,2,0
349.46,,73.5,,34.86,,2023,0,0
483.46,,60.35,,71.94,,2020,4,0
300.36,,85.21,,8.0,,2020,1,0
259.07,,62.12,,55.92,,2024,1,0
404.2,,80.45,,31.61,,2019,2,1
352.39,,85.52,,21.25,,2021,1,0
323.83,,72.48,,61.17,,2022,2,1
418.96,,81.68,,13.0,,2019,3,1
393.41,,90.48,,94.87,,2018,0,0
348.98,,74.68,,48.99,,2022,0,1
309.58,,70.25,,39.56,,2019,4,1
427.99,,71.33,,31.1,,2021,0,0
415.76,,64.57,,10.05,,2022,2,0
374.55,,64.34,,40.3,,2021,2,1
481.57,,76.42,,54.21,,2023,1,1
321.15,,70.36,,8.0,,2024,0,0
296.1,,75.28,,19.17,,2023,3,0
341.95,,57.1,,75.04,,2024,0,0
377.49,,71.07,,42.01,,2021,2,0
393.38,,82.3,,40.12,,2021,2,0
366.73,,60.81,,10.9,,2020,1,0
399.36,,72.17,,42.0,,2024,1,0
311.17,,53.45,,64.78,,2021,2,0
459.41,,58.95,,21.58,,2023,1,0
375.48,,80.08,,8.44,,2023,1,0
441.45,,68.91,,8.0,,2019,1,0
398.85,,90.22,,29.59,,2024,1,0
405.12,,76.32,,48.37,,2022,0,0
411.34,,77.31,,8.0,,2020,0,0
404.62,,61.24,,22.98,,2024,0,1
415.35,,68.15,,35.31,,2023,0,0
453.1,,64.67,,8.0,,2023,0,0
390.81,,61.35,,13.21,,2024,0,0
419.0,,78.64,,39.38,,2023,0,0
375.06,,80.65,,54.22,,2019,3,0
459.21,,75.99,,42.44,,2024,2,0
342.8,,63.72,,52.52,,2022,1,0
479.05,,75.31,,36.59,,2021,1,0
377.79,,52.87,,75.89,,2024,3,0
301.31,,85.23,,73.62,,2018,1,1
387.05,,59.02,,66.82,,2023,3,0
342.54,,60.8,,35.98,,2020,1,1
426.24,,73.15,,215.79,,2019,2,0
344.11,,74.04,,8.0,,2021,1,0
355.46,,71.27,,9.14,,2021,2,0
276.08,,60.9,,69.5,,2023,4,0
355.12,,83.33,,73.52,,2022,3,0
246.69,,55.14,,71.73,,2023,0,0
292.89,,57.17,,86.58,,2020,2,0
421.82,,70.93,,23.07,,2024,0,0
423.22,,59.36,,112.8,,2024,0,0
403.4,,84.23,,9.86,,2020,2,0
326.82,,60.22,,116.08,,2022,1,1
377.38,,87.57,,34.17,,2022,0,1
379.8,,82.35,,8.0,,2024,0,1
316.29,,84.35,,55.95,,2024,1,0
462.69,,90.87,,14.73,,2019,3,1
428.25,,72.81,,10.46,,2024,2,0
367.85,,61.87,,8.0,,2019,0,0
381.48,,70.97,,8.0,,2022,1,0
391.46,,66.33,,60.76,,2021,3,0
267.7,,64.91,,27.99,,2021,1,0
366.41,,73.51,,161.72,,2023,3,1
342.49,,68.88,,24.3,,2022,0,0
324.91,,64.48,,77.86,,2020,0,0
364.54,,69.55,,144.69,,2024,1,0
478.87,,77.49,,8.0,,2018,3,1
415.25,,81.56,,8.0,,2021,1,0
348.59,,55.97,,17.96,,2024,2,0
411.49,,68.97,,85.73,,2024,1,0
456.96,,70.59,,76.43,,2023,1,0
430.85,,60.17,,19.19,,2021,2,0
383.28,,70.8,,9.37,,2023,0,0
344.42,,73.48,,68.09,,2023,2,1
418.4,,77.19,,38.16,,2022,0,1
401.64,,72.77,,8.0,,2023,5,1
429.24,,63.19,,68.49,,2022,0,0
414.93,,92.12,,132.12,,2019,2,0
437.73,,80.29,,8.0,,2021,2,0
350.56,,77.53,,14.14,,2023,2,0
452.46,,82.05,,71.9,,2020,3,0
390.87,,74.45,,36.9,,2022,1,0
494.14,,84.86,,190.8,,2022,3,0
342.09,,72.57,,103.78,,2023,0,1
475.48,,72.02,,8.25,,2021,1,0
390.89,,78.35,,47.08,,2022,1,0
344.17,,87.76,,44.49,,2022,2,0
353.39,,87.12,,8.0,,2024,2,0
362.38,,77.93,,8.0,,2022,1,1
403.33,,77.17,,35.39,,2021,0,0
408.76,,78.96,,21.66,,2022,1,0
348.45,,81.86,,33.11,,2019,0,0
378.66,,84.99,,11.46,,2023,3,0
497.82,,69.63,,34.16,,2024,3,0
475.01,,85.18,,20.31,,2022,2,0
404.0,,75.43,,91.78,,2021,1,1
382.09,,78.51,,15.35,,2022,0,1
386.6,,85.82,,85.96,,2024,2,1
413.74,,79.47,,20.76,,2024,1,0
323.75,,81.16,,36.25,,2024,2,1
365.84,,68.11,,14.17,,2022,2,1
288.23,,86.98,,69.55,,2021,1,1
401.96,,78.96,,77.94,,2020,0,1
415.6,,73.26,,69.54,,2024,0,1
353.42,,83.01,,42.89,,2020,1,1
466.57,,97.88,,15.27,,2021,0,0
312.58,,60.31,,42.5,,2023,1,0
299.46,,63.96,,134.68,,2021,0,1
392.34,,98.85,,43.9,,2022,2,0
437.59,,76.27,,131.57,,2023,0,0
472.62,,73.91,,15.26,,2022,4,1
354.76,,70.85,,78.57,,2022,4,1
439.33,,84.08,,53.24,,2019,1,0
377.88,,98.11,,71.84,,2022,1,0
370.51,,65.35,,52.1,,2022,1,0
428.6,,71.03,,27.49,,2024,1,0
415.88,,68.49,,48.73,,2022,0,1
293.3,,79.33,,112.96,,2023,3,0
461.21,,84.22,,22.7,,2023,0,1
455.91,,88.21,,127.31,,2022,3,0
345.59,,79.67,,8.0,,2021,2,0
401.77,,97.19,,8.0,,2024,1,0
407.17,,66.25,,28.59,,2024,2,0
394.34,,63.65,,79.26,,2024,1,1
349.73,,86.69,,11.96,,2021,0,1
343.06,,73.23,,49.66,,2021,0,0
378.59,,58.24,,33.25,,2024,2,0
444.5,,68.84,,14.43,,2019,2,0
409.9,,74.56,,14.14,,2023,0,0
359.62,,65.54,,8.0,,2021,1,0
422.44,,61.85,,32.27,,2023,1,1
223.33,,69.92,,25.12,,2024,0,0
443.18,,61.35,,14.35,,2022,0,1
284.32,,78.35,,147.89,,2020,2,0
360.07,,52.56,,71.67,,2023,1,0
318.42,,72.9,,31.26,,2019,1,0
308.79,,77.2,,30.98,,2018,1,0
443.85,,71.09,,9.04,,2024,1,1
354.28,,82.93,,43.99,,2024,1,1
399.06,,58.29,,128.99,,2022,0,0
377.42,,64.99,,96.0,,2023,2,0
406.24,,68.7,,8.0,,2024,1,1
384.23,,79.13,,8.0,,2019,0,0
309.44,,74.19,,136.52,,2020,1,0
434.79,,93.43,,9.37,,2023,1,1
352.84,,63.94,,33.58,,2021,0,0
294.39,,58.05,,8.0,,2020,2,1
356.45,,89.89,,77.84,,2022,0,0
462.54,,57.69,,8.0,,2023,1,0
426.76,,78.83,,43.35,,2020,3,1
360.82,,62.21,,8.0,,2022,2,0
360.79,,51.31,,8.0,,2022,2,0
362.31,,68.25,,30.14,,2020,1,0
494.22,,80.99,,8.0,,2022,3,1
401.01,,59.78,,9.14,,2024,0,1
403.65,,77.76,,8.0,,2023,0,0
436.67,,79.63,,8.0,,2022,2,1
393.13,,59.28,,148.69,,2019,0,0
365.75,,69.72,,25.12,,2018,2,1
369.2,,87.77,,82.26,,2019,1,1
376.06,,78.51,,18.63,,2023,2,1
377.95,,69.39,,8.0,,2023,2,1
420.02,,76.15,,49.96,,2023,0,0
382.86,,65.15,,8.0,,2021,1,0
420.3,,83.14,,33.8,,2019,1,0
375.56,,83.13,,8.0,,2023,0,0
384.32,,73.21,,46.67,,2024,3,1
270.1,,74.31,,93.75,,2022,1,0
430.4,,62.01,,130.96,,2023,2,1
399.06,,58.48,,31.51,,2023,1,0
434.89,,68.23,,31.95,,2024,1,0
220.71,,71.13,,8.0,,2018,0,0
494.86,,82.63,,61.7,,2024,1,0
372.32,,81.22,,131.39,,2024,1,0
440.95,,73.85,,24.22,,2024,1,0
322.81,,83.91,,66.29,,2024,0,0
413.7,,62.57,,67.07,,2023,1,0
322.06,,82.77,,64.7,,2019,0,0
345.69,,,64095.71,59.71,,2024,0,0
485.27,,84.4,,10.17,,2020,1,1
369.51,,71.87,,58.46,,2023,1,1
391.96,,52.02,,8.0,,2022,1,0
427.85,,79.3,,52.35,,2018,0,0
407.26,,80.1,,8.0,,2022,0,1
388.27,,67.43,,105.47,,2023,1,1
400.07,,68.29,,73.78,,2019,0,1
512.19,,70.4,,48.25,,2018,4,0
376.83,,52.75,,8.0,,2022,1,0
391.06,,48.35,,73.2,,2018,1,1
437.79,,85.02,,87.39,,2024,0,1
440.8,,63.76,,48.92,,2024,1,0
445.29,,90.55,,156.45,,2023,1,0
415.13,,85.7,,8.0,,2018,2,0
317.13,,87.67,,51.8,,2022,1,0
469.84,,65.5,,31.25,,2023,1,1
316.95,,55.92,,8.0,,2022,0,1
396.64,,61.13,,45.11,,2024,1,1
338.51,,67.54,,67.5,,2024,2,1
376.47,,48.27,,8.0,,2021,2,1
398.08,,67.25,,66.25,,2023,2,0
397.67,,69.98,,8.0,,2022,4,0
403.21,,59.06,,37.59,,2024,1,0
468.75,,61.6,,67.28,,2023,2,0
404.94,,69.79,,8.0,,2022,0,0
366.57,,75.56,,35.6,,2022,1,1
433.02,,63.09,,23.23,,2021,0,0
445.42,,74.92,,39.26,,2020,2,0
312.48,,73.37,,23.19,,2021,1,0
412.86,,72.47,,12.13,,2021,0,0
418.56,,65.48,,12.3,,2020,1,0
363.63,,58.67,,84.01,,2024,0,1
455.66,,88.96,,8.0,,2018,1,1
371.75,,78.3,,8.0,,2024,4,0
386.91,,82.06,,8.0,,2019,2,0
370.48,,71.16,,8.0,,2019,4,0
380.86,,70.36,,8.0,,2024,0,0
319.7,,76.91,,8.0,,2024,1,0
300.8,,53.65,,8.99,,2020,4,1
467.7,,60.85,,13.2,,2020,3,1
333.42,,64.02,,8.0,,2020,1,0
325.47,,67.45,,8.0,,2022,3,0
261.56,,63.2,,32.75,,2021,2,1
344.86,,75.33,,53.27,,2021,1,0
307.23,,72.81,,41.78,,2024,2,1
470.31,,85.93,,34.17,,2024,0,0
435.54,,96.74,,24.39,,2024,1,0
342.15,,59.37,,42.21,,2022,2,0
503.88,,73.47,,97.5,,2020,2,1
434.0,,73.46,,41.47,,2022,0,0
362.13,,71.86,,8.0,,2024,1,0
242.53,,61.15,,35.49,,2018,1,0
506.0,,62.83,,31.2,,2024,2,0
303.57,,74.4,,25.26,,2020,1,1
289.5,,62.55,,35.33,,2021,3,0
436.24,,73.59,,46.9,,2021,4,1
514.19,,69.54,,8.0,,2024,2,0
456.14,,73.42,,27.48,,2020,0,0
411.02,,62.47,,71.38,,2020,0,0
412.71,,73.57,,31.78,,2023,2,1
426.94,,63.19,,8.0,,2024,1,1
421.74,,73.61,,62.66,,2019,2,0
395.47,,85.39,,119.11,,2022,0,0
385.73,,74.61,,80.2,,2024,0,1
376.56,,75.22,,18.91,,2024,2,0
338.53,,80.17,,32.14,,2024,0,1
364.56,,57.96,,37.58,,2024,1,1
286.89,,89.19,,52.84,,2021,2,0
374.59,,61.44,,46.07,,2020,1,1
325.63,,80.8,,9.32,,2024,1,1
319.3,,79.47,,77.77,,2023,3,1
389.89,,62.98,,79.45,,2021,0,1
456.56,,82.09,,21.76,,2023,2,1
430.51,,76.98,,8.0,,2021,1,0
293.62,,90.9,,39.39,,2022,0,0
325.57,,73.93,,18.56,,2020,3,0
431.74,,70.91,,56.8,,2022,1,0
325.96,,66.85,,15.93,,2024,0,1
367.65,,54.57,,12.82,,2023,2,1
410.25,,68.82,,84.96,,2023,3,0
326.74,,69.24,,40.18,,2020,4,0
385.8,,74.62,,8.0,,2019,3,0
306.63,,57.77,,49.1,,2023,1,0
346.92,,69.61,,58.69,,2022,2,0
397.59,,77.76,,11.26,,2020,1,0
292.39,,78.76,,144.12,,2024,1,0
404.23,,53.4,,19.6,,2022,0,1
378.92,,79.06,,118.57,,2022,0,1
410.39,,69.53,,14.6,,2021,0,0
392.32,,70.15,,39.46,,2024,0,0
455.03,,48.35,,30.61,,2024,0,0
386.89,,86.94,,203.63,,2023,0,0
356.38,,73.77,,22.04,,2019,2,0
386.73,,56.69,,8.3,,2019,3,0
409.88,,75.75,,75.22,,2022,1,1
382.69,,75.44,,8.0,,2020,4,0
382.23,,84.23,,90.82,,2021,3,0
341.39,,68.9,,8.0,,2020,0,0
343.54,,72.12,,35.64,,2021,1,1
302.86,,65.57,,52.49,,2024,1,0
476.23,,77.98,,17.22,,2023,1,1
311.59,,64.17,,78.23,,2020,0,0
341.89,,63.07,,37.83,,2023,1,1
340.49,,71.32,,21.12,,2018,0,0
429.22,,59.74,,16.53,,2024,3,0
363.78,,88.02,,8.0,,2022,1,0
448.63,,91.27,,42.95,,2022,1,1
342.96,,67.46,,19.01,,2020,1,1
395.34,,58.13,,16.23,,2022,2,0
334.06,,75.37,,125.78,,2022,1,0
497.98,,67.18,,13.38,,2023,2,0
314.68,,83.75,,87.87,,2018,0,1
397.04,,64.13,,154.76,,2021,0,0
414.86,,77.45,,72.67,,2021,0,1
402.76,,73.14,,8.0,,2020,2,0
369.81,,65.24,,85.25,,2020,1,1
372.86,,74.4,,10.08,,2020,5,1
382.41,,80.79,,18.31,,2024,1,0
371.91,,72.87,,200.66,,2023,0,0
433.01,,72.97,,21.8,,2024,2,1
501.58,,63.27,,44.68,,2021,2,0
349.34,,83.44,,15.63,,2024,1,1
304.66,,82.45,,19.37,,2024,1,0
375.14,,67.89,,38.24,,2022,0,1
521.88,,70.76,,124.4,,2023,1,1
335.8,,86.14,,13.94,,2022,2,1
470.15,,60.66,,11.94,,2021,1,0
472.27,,78.04,,8.0,,2021,1,0
349.55,,66.41,,9.48,,2020,0,0
411.29,,89.78,,12.78,,2024,0,0
469.56,,72.63,,8.0,,2022,3,0
359.15,,84.6,,34.83,,2021,2,1
368.8,,64.39,,8.0,,2022,1,0
348.01,,59.51,,30.05,,2019,0,0
324.19,,69.66,,8.8,,2019,0,0
344.29,,74.63,,115.27,,2023,0,1
312.68,,66.89,,15.41,,2024,1,0
381.87,,79.58,,8.0,,2021,1,0
337.65,,69.9,,75.97,,2022,0,0
392.86,,51.19,,21.6,,2021,2,0
294.43,,77.53,,72.05,,2022,2,0
398.2,,63.17,,15.74,,2022,3,0
425.84,,68.38,,29.12,,2021,2,0
270.34,,87.53,,24.76,,2023,0,1
400.57,,89.73,,34.28,,2021,1,0
447.52,,66.25,,21.57,,2024,1,1
313.47,,77.78,,28.84,,2021,0,0
471.99,,66.48,,47.77,,2020,0,1
403.05,,69.13,,22.5,,2024,2,0
341.22,,65.94,,48.44,,2020,2,1
376.93,,54.76,,52.62,,2022,0,1
410.71,,72.95,,58.04,,2021,0,0
384.18,,74.88,,26.74,,2019,2,1
409.63,,65.29,,8.0,,2024,1,0
329.36,,82.88,,58.82,,2021,0,0
